model_name,sequence_id,prompt_tokens,completion_tokens,ttft_seconds,total_time_seconds,tokens_per_second,prompt_text,generated_text,rubric_score (manual)
gemma-7b-it.Q4_K_S.gguf,seq_long_medium_4,548,76,1.1109745502471924,11.644978046417236,7.119800181124728,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, fear, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.90, 0.89, 0.91, 0.88, 0.87, 0.89, 0.90, 0.88, 0.89, 0.91, 0.88, 0.87, 0.89, 0.90, 0.88, 0.89, 0.91, 0.88, 0.87, 0.89, 0.95, 0.96, 0.94, 0.95, 0.93, 0.94, 0.92, 0.95, 0.96, 0.94, 0.95, 0.93, 0.94, 0.92, 0.95, 0.96, 0.94, 0.95, 0.93, 0.94, 0.88, 0.89, 0.87, 0.88, 0.86, 0.87, 0.88, 0.89, 0.87, 0.88, 0.86, 0.87, 0.88, 0.89, 0.87, 0.88, 0.86, 0.87, 0.88] with an average engagement score of 0.90 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P4's emotional and attentional engagement development over time exhibits a general trend of fluctuation around a neutral baseline, punctuated by occasional dips and spikes. The sequence is characterized by a gradual increase in engagement followed by a gradual decrease, with the fear response serving as a significant outlier. The average engagement score is 0.90, indicating a high level of engagement.",
gemma-7b-it.Q4_K_S.gguf,seq_long_high_0,532,105,0.5398154258728027,5.5530664920806885,20.745021269933623,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, sad, sad, sad, sad, angry, angry, angry, angry, surprise, surprise, surprise, neutral, neutral, neutral, fear, fear, fear, fear, fear, happy, happy, happy, happy, sad, sad, sad, sad, angry, angry, angry, surprise, neutral, fear, happy, sad, neutral, angry, disgust, happy, fear, sad, surprise, neutral, happy, happy, happy, sad, sad, sad, angry, angry, neutral, neutral.The engagement sequence is: [0.90, 0.91, 0.89, 0.90, 0.80, 0.79, 0.81, 0.80, 0.75, 0.74, 0.76, 0.75, 0.98, 0.97, 0.96, 0.88, 0.87, 0.89, 0.95, 0.94, 0.96, 0.95, 0.94, 0.91, 0.90, 0.92, 0.91, 0.81, 0.80, 0.82, 0.81, 0.76, 0.75, 0.77, 0.97, 0.89, 0.96, 0.92, 0.83, 0.88, 0.78, 0.70, 0.90, 0.94, 0.82, 0.97, 0.89, 0.91, 0.90, 0.92, 0.81, 0.80, 0.82, 0.77, 0.76, 0.86, 0.85] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P0's emotional and attentional engagement development over time exhibits a general trend of fluctuating between high and low engagement levels. The sequence is characterized by alternating periods of happiness and sadness, interspersed with episodes of anger, surprise, and neutral states. The engagement sequence demonstrates a gradual decline from an initial high of 0.91 to a low of 0.70, followed by a gradual increase to a final high of 0.97. The average engagement score is 0.86.",
gemma-7b-it.Q4_K_S.gguf,seq_long_high_1,532,137,0.5365221500396729,7.12539005279541,20.640875186330444,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, fear, fear, fear, surprise, happy, happy, happy, neutral, neutral, sad, sad, sad, sad, angry, angry, angry, angry, disgust, disgust, disgust, fear, fear, fear, surprise, surprise, neutral, neutral, neutral, happy, happy, sad, sad, angry, angry, neutral, neutral, happy, happy, happy, happy, fear, fear, fear, sad, sad, sad, neutral, neutral, neutral, surprise, surprise, happy, happy, angry, angry.The engagement sequence is: [0.88, 0.87, 0.95, 0.96, 0.94, 0.98, 0.90, 0.89, 0.91, 0.86, 0.85, 0.80, 0.79, 0.81, 0.80, 0.75, 0.74, 0.76, 0.75, 0.70, 0.71, 0.69, 0.94, 0.93, 0.95, 0.97, 0.98, 0.87, 0.86, 0.88, 0.91, 0.90, 0.82, 0.81, 0.78, 0.77, 0.85, 0.86, 0.90, 0.89, 0.91, 0.90, 0.96, 0.95, 0.94, 0.83, 0.82, 0.84, 0.87, 0.86, 0.88, 0.97, 0.98, 0.92, 0.91, 0.79, 0.78] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P1's emotional and attentional engagement development over time exhibits a general trend of fluctuating between high and low engagement scores, with some fluctuations and dips. The sequence demonstrates a gradual increase in engagement from the beginning to the middle, followed by a gradual decrease towards the end. The engagement score average is 0.86, indicating a high level of engagement overall. However, the sequence also includes several dips and fluctuations, with the lowest score being 0.69 and the highest score being 0.98. These fluctuations are likely due to the emotional rollercoaster experienced by P1, which includes various emotions such as fear, happiness, sadness, and anger.",
gemma-7b-it.Q4_K_S.gguf,seq_long_high_2,516,109,0.493361234664917,5.72669529914856,20.636939791967215,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, sad, surprise, surprise, happy, happy, happy, neutral, neutral, neutral, angry, angry, angry, fear, fear, fear, sad, sad, sad, happy, happy, happy, neutral, neutral, disgust, disgust, disgust, surprise, happy, fear, neutral, sad, angry, happy, neutral, fear, sad, angry, happy, neutral, fear, sad, angry, happy, neutral, fear, sad, angry, happy, neutral, fear, sad, angry, happy.The engagement sequence is: [0.80, 0.79, 0.81, 0.97, 0.98, 0.90, 0.89, 0.91, 0.85, 0.84, 0.86, 0.75, 0.76, 0.74, 0.95, 0.94, 0.96, 0.81, 0.80, 0.82, 0.91, 0.90, 0.92, 0.86, 0.85, 0.70, 0.71, 0.69, 0.98, 0.92, 0.96, 0.87, 0.83, 0.78, 0.91, 0.88, 0.95, 0.84, 0.79, 0.90, 0.89, 0.94, 0.85, 0.80, 0.91, 0.90, 0.93, 0.86, 0.81, 0.90, 0.89, 0.92, 0.87, 0.82, 0.91] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P2's emotional and attentional engagement development over time exhibits a general trend of fluctuating between high and low engagement levels. The sequence is characterized by alternating periods of sadness, happiness, and neutral states interspersed with moments of surprise and anger. The engagement sequence demonstrates a gradual decline from the initial high engagement score of 0.98 to the lowest point of 0.69, followed by a gradual increase to a peak of 0.96. The average engagement score across the sequence is 0.86.",
gemma-7b-it.Q4_K_S.gguf,seq_long_high_3,508,129,0.4629504680633545,12.281653642654419,10.830291454919198,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, sad, happy, sad, neutral, angry, fear, neutral, surprise, happy, sad, angry, disgust, neutral, happy, fear, sad, surprise, happy, sad, happy, sad, neutral, angry, fear, neutral, surprise, happy, sad, angry, disgust, neutral, happy, fear, sad, surprise, happy, sad, happy, sad, neutral, angry, fear, neutral, surprise, happy, sad, angry, disgust, neutral, happy, fear, sad, surprise.The engagement sequence is: [0.90, 0.80, 0.89, 0.79, 0.85, 0.75, 0.94, 0.86, 0.98, 0.91, 0.81, 0.76, 0.70, 0.84, 0.90, 0.95, 0.82, 0.97, 0.91, 0.80, 0.89, 0.79, 0.85, 0.75, 0.94, 0.86, 0.98, 0.91, 0.81, 0.76, 0.70, 0.84, 0.90, 0.95, 0.82, 0.97, 0.91, 0.80, 0.89, 0.79, 0.85, 0.75, 0.94, 0.86, 0.98, 0.91, 0.81, 0.76, 0.70, 0.84, 0.90, 0.95, 0.82, 0.97] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P3 exhibits a dynamic emotional and attentional engagement sequence over time, characterized by alternating periods of high and low engagement, interspersed with neutral states and emotional fluctuations. The sequence demonstrates a general trend of increasing engagement followed by a gradual decline, with occasional spikes and dips. The average engagement score is 0.86, indicating a high level of engagement throughout the sequence.
The emotional sequence exhibits a wide range of emotions, including happiness, sadness, anger, fear, disgust, and surprise. The emotional states are often intertwined with changes in engagement, with high engagement often accompanied by positive emotions and low engagement often accompanied by negative emotions.",
gemma-7b-it.Q4_K_S.gguf,seq_long_high_4,548,104,1.1802537441253662,23.20070791244507,4.677469375185895,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: surprise, surprise, surprise, neutral, neutral, angry, angry, angry, happy, happy, happy, fear, fear, fear, sad, sad, sad, neutral, neutral, happy, happy, happy, disgust, disgust, neutral, neutral, sad, sad, angry, angry, surprise, surprise, neutral, neutral, angry, angry, angry, happy, happy, happy, fear, fear, fear, sad, sad, sad, neutral, neutral, happy, happy, happy, disgust, disgust, neutral, neutral, sad, sad, angry, angry.The engagement sequence is: [0.98, 0.97, 0.96, 0.88, 0.87, 0.75, 0.76, 0.74, 0.90, 0.89, 0.91, 0.95, 0.94, 0.96, 0.80, 0.79, 0.81, 0.86, 0.85, 0.91, 0.90, 0.89, 0.70, 0.71, 0.84, 0.85, 0.82, 0.81, 0.78, 0.77, 0.98, 0.97, 0.88, 0.87, 0.75, 0.76, 0.74, 0.90, 0.89, 0.91, 0.95, 0.94, 0.96, 0.80, 0.79, 0.81, 0.86, 0.85, 0.91, 0.90, 0.89, 0.70, 0.71, 0.84, 0.85, 0.82, 0.81, 0.78, 0.77] with an average engagement score of 0.85 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P4's emotional and attentional engagement development over time exhibits a general trend of fluctuating engagement with some notable dips and spikes. The sequence is characterized by repeated occurrences of surprise, anger, and happiness, interspersed with neutral and sad states. The engagement sequence demonstrates a gradual decline from an initial high of 0.98 to a low of 0.70, followed by a gradual increase to a final high of 0.98. The average engagement score is 0.85.",
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_low_0,154,47,0.2570774555206299,1.371410608291626,41.28029385611697,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, happy, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.91, 0.90, 0.92, 0.94, 0.95, 0.94, 0.96, 0.95, 0.93, 0.92, 0.91, 0.90] with an average engagement score of 0.93 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:","P0's emotional and attentional development over time shows a consistent pattern of neutrality, with occasional moments of happiness. The engagement levels remain stable around 0.93, indicating a steady level of attention and emotional stability throughout the period.",
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_low_1,154,0,0,0,0,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, neutral, happy, happy, happy, happy.The engagement sequence is: [0.88, 0.89, 0.89, 0.91, 0.90, 0.92, 0.93, 0.92, 0.90, 0.89, 0.91, 0.90] with an average engagement score of 0.90 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_low_2,161,0,0,0,0,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, sad, sad, sad, neutral, sad, sad, sad, neutral, sad, sad, sad.The engagement sequence is: [0.85, 0.86, 0.84, 0.85, 0.83, 0.84, 0.82, 0.83, 0.85, 0.86, 0.87, 0.85, 0.84] with an average engagement score of 0.85 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_low_3,140,0,0,0,0,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.95, 0.96, 0.97, 0.95, 0.96, 0.94, 0.95, 0.96, 0.97, 0.96] with an average engagement score of 0.96 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_low_4,147,0,0,0,0,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy.The engagement sequence is: [0.90, 0.88, 0.91, 0.92, 0.93, 0.91, 0.90, 0.92, 0.93, 0.91, 0.92] with an average engagement score of 0.91 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_medium_0,154,0,0,0,0,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, surprise, sad, sad, sad, sad, sad, sad.The engagement sequence is: [0.90, 0.91, 0.92, 0.90, 0.91, 0.98, 0.75, 0.73, 0.74, 0.76, 0.75, 0.77] with an average engagement score of 0.84 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_medium_1,147,0,0,0,0,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, fear, fear, fear, angry, angry, angry.The engagement sequence is: [0.88, 0.87, 0.89, 0.88, 0.86, 0.95, 0.94, 0.93, 0.80, 0.78, 0.79] with an average engagement score of 0.87 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_medium_2,147,0,0,0,0,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, sad, sad, sad, surprise, happy, happy, happy, happy, happy.The engagement sequence is: [0.82, 0.81, 0.83, 0.82, 0.80, 0.96, 0.90, 0.91, 0.92, 0.90, 0.89] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_medium_3,147,0,0,0,0,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, happy, happy, neutral, disgust, disgust, neutral, neutral, neutral.The engagement sequence is: [0.85, 0.86, 0.87, 0.90, 0.91, 0.88, 0.70, 0.72, 0.80, 0.82, 0.84] with an average engagement score of 0.83 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_medium_4,147,0,0,0,0,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, neutral, neutral, neutral, neutral, angry, angry, angry, angry.The engagement sequence is: [0.92, 0.93, 0.91, 0.85, 0.84, 0.83, 0.85, 0.75, 0.76, 0.77, 0.74] with an average engagement score of 0.83 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_high_0,140,0,0,0,0,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, angry, sad, surprise, neutral, fear, disgust, happy, sad, angry.The engagement sequence is: [0.90, 0.75, 0.80, 0.98, 0.85, 0.95, 0.70, 0.88, 0.79, 0.75] with an average engagement score of 0.84 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_high_1,147,0,0,0,0,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: fear, fear, surprise, happy, happy, neutral, sad, angry, surprise, fear, fear.The engagement sequence is: [0.95, 0.96, 0.98, 0.90, 0.88, 0.85, 0.78, 0.75, 0.97, 0.94, 0.92] with an average engagement score of 0.89 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_high_2,140,0,0,0,0,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, angry, angry, happy, neutral, happy, sad, happy, surprise.The engagement sequence is: [0.80, 0.78, 0.75, 0.76, 0.88, 0.85, 0.90, 0.81, 0.89, 0.97] with an average engagement score of 0.84 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_high_3,154,0,0,0,0,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: angry, disgust, fear, happy, neutral, sad, surprise, angry, neutral, happy, fear, sad.The engagement sequence is: [0.78, 0.72, 0.90, 0.88, 0.85, 0.80, 0.97, 0.77, 0.84, 0.89, 0.91, 0.79] with an average engagement score of 0.84 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_short_high_4,147,0,0,0,0,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, sad, happy, sad, happy, neutral, angry, neutral, angry, neutral, surprise.The engagement sequence is: [0.90, 0.80, 0.89, 0.79, 0.88, 0.85, 0.75, 0.84, 0.76, 0.83, 0.95] with an average engagement score of 0.84 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_low_0,315,0,0,0,0,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, happy, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, happy, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.92, 0.93, 0.91, 0.92, 0.94, 0.93, 0.95, 0.94, 0.93, 0.92, 0.91, 0.90, 0.92, 0.93, 0.94, 0.92, 0.93, 0.91, 0.90, 0.92, 0.94, 0.93, 0.92, 0.91, 0.90, 0.92, 0.93, 0.91, 0.92, 0.90, 0.91, 0.93, 0.92, 0.94, 0.93] with an average engagement score of 0.92 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_low_1,287,0,0,0,0,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, neutral, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy.The engagement sequence is: [0.88, 0.89, 0.90, 0.91, 0.90, 0.89, 0.91, 0.92, 0.90, 0.89, 0.91, 0.90, 0.85, 0.88, 0.89, 0.90, 0.91, 0.92, 0.90, 0.89, 0.91, 0.90, 0.92, 0.93, 0.91, 0.90, 0.89, 0.91, 0.90, 0.92, 0.91] with an average engagement score of 0.90 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_low_2,294,0,0,0,0,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, sad, sad, sad, sad, sad, sad, sad, neutral, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, neutral, sad, sad, sad, sad, sad.The engagement sequence is: [0.80, 0.81, 0.79, 0.80, 0.82, 0.81, 0.83, 0.82, 0.81, 0.84, 0.82, 0.81, 0.80, 0.79, 0.81, 0.82, 0.80, 0.81, 0.83, 0.82, 0.80, 0.79, 0.81, 0.82, 0.80, 0.81, 0.84, 0.82, 0.81, 0.80, 0.79, 0.81] with an average engagement score of 0.81 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_low_3,301,0,0,0,0,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.94, 0.95, 0.93, 0.94, 0.96, 0.95, 0.94, 0.93, 0.95, 0.96, 0.94, 0.95, 0.93, 0.94, 0.92, 0.93, 0.95, 0.94, 0.96, 0.95, 0.94, 0.93, 0.95, 0.94, 0.96, 0.95, 0.94, 0.93, 0.92, 0.94, 0.95, 0.96, 0.94] with an average engagement score of 0.94 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_low_4,280,0,0,0,0,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy.The engagement sequence is: [0.91, 0.90, 0.92, 0.93, 0.91, 0.90, 0.92, 0.93, 0.91, 0.92, 0.90, 0.89, 0.91, 0.92, 0.93, 0.91, 0.90, 0.92, 0.91, 0.90, 0.92, 0.93, 0.91, 0.90, 0.92, 0.93, 0.91, 0.92, 0.90, 0.91] with an average engagement score of 0.91 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_medium_0,273,0,0,0,0,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, surprise, fear, fear, fear, fear, sad, sad, sad, sad, sad, sad, sad, sad, sad, neutral, neutral, neutral.The engagement sequence is: [0.90, 0.91, 0.92, 0.90, 0.89, 0.91, 0.92, 0.90, 0.91, 0.89, 0.90, 0.91, 0.98, 0.96, 0.95, 0.94, 0.93, 0.80, 0.78, 0.79, 0.81, 0.80, 0.79, 0.81, 0.80, 0.82, 0.84, 0.85, 0.86] with an average engagement score of 0.88 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_medium_1,280,0,0,0,0,"Write a concise, human-readable summary of P1's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, disgust, disgust, disgust, disgust, disgust, disgust, angry, angry, angry, angry, angry, angry, neutral, neutral, neutral.The engagement sequence is: [0.85, 0.86, 0.84, 0.85, 0.83, 0.84, 0.85, 0.86, 0.85, 0.84, 0.83, 0.85, 0.86, 0.84, 0.85, 0.70, 0.68, 0.69, 0.71, 0.70, 0.72, 0.75, 0.76, 0.74, 0.75, 0.73, 0.76, 0.80, 0.82, 0.83] with an average engagement score of 0.80 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_medium_2,280,0,0,0,0,"Write a concise, human-readable summary of P2's emotional and attentional (engagement) development over time based on the following emotional sequence: sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, sad, neutral, surprise, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, happy, neutral, neutral.The engagement sequence is: [0.80, 0.79, 0.81, 0.80, 0.82, 0.81, 0.80, 0.79, 0.81, 0.80, 0.82, 0.81, 0.80, 0.81, 0.85, 0.97, 0.92, 0.91, 0.90, 0.89, 0.91, 0.92, 0.90, 0.89, 0.91, 0.90, 0.92, 0.91, 0.88, 0.87] with an average engagement score of 0.86 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_medium_3,259,0,0,0,0,"Write a concise, human-readable summary of P3's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, happy, happy, happy, happy, happy, neutral, neutral, neutral, neutral, neutral, neutral, surprise, fear, fear, fear, fear, fear, fear, fear, fear, neutral, neutral, neutral, neutral.The engagement sequence is: [0.92, 0.93, 0.91, 0.90, 0.92, 0.91, 0.93, 0.90, 0.85, 0.84, 0.86, 0.85, 0.84, 0.86, 0.98, 0.96, 0.97, 0.95, 0.96, 0.94, 0.95, 0.96, 0.97, 0.88, 0.87, 0.86, 0.85] with an average engagement score of 0.90 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_medium_4,273,0,0,0,0,"Write a concise, human-readable summary of P4's emotional and attentional (engagement) development over time based on the following emotional sequence: neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, angry, angry, angry, angry, angry, angry, angry, angry, angry, angry, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral, neutral.The engagement sequence is: [0.90, 0.89, 0.91, 0.88, 0.87, 0.89, 0.90, 0.88, 0.75, 0.74, 0.76, 0.75, 0.73, 0.74, 0.72, 0.75, 0.76, 0.74, 0.85, 0.86, 0.87, 0.85, 0.86, 0.84, 0.85, 0.86, 0.87, 0.88, 0.87] with an average engagement score of 0.83 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
granite-4.0-h-tiny-Q4_K_M.gguf,seq_medium_high_0,287,0,0,0,0,"Write a concise, human-readable summary of P0's emotional and attentional (engagement) development over time based on the following emotional sequence: happy, happy, happy, angry, angry, sad, sad, sad, surprise, neutral, neutral, fear, fear, fear, fear, happy, happy, happy, happy, sad, sad, angry, angry, neutral, neutral, neutral, neutral, surprise, surprise, happy, happy.The engagement sequence is: [0.90, 0.89, 0.88, 0.75, 0.74, 0.80, 0.79, 0.81, 0.97, 0.88, 0.87, 0.95, 0.96, 0.94, 0.95, 0.90, 0.89, 0.91, 0.90, 0.82, 0.81, 0.78, 0.77, 0.85, 0.84, 0.86, 0.85, 0.98, 0.97, 0.92, 0.91] with an average engagement score of 0.87 on a scale from 0 to 1.
You must not quote the raw sequence itself, but summarize the overall trend.
Summary:",GENERATION_ERROR: llama_decode returned -1,
